VEHICLE CODE      VEHICLE LITERAL
TRUK-MAYS-TK       MAYS INDUSTRIES, INC.BOAZ, ALA TRUCK
TRUK-MAZD-TK       MAZDA TRUCK
TRUK-MBTR-TK       MOBILE TRAVELER TRUCK
TRUK-MCIN-TK       MCISEE MOTOR COACH INDUSTRIES, TRUCK
TRUK-MCRR-TK       MC KEE ROUGHRIDER TRUCK
TRUK-MELA-TK       MELMAR MOTOR HOME TRUCK
TRUK-MELM-TK       MELMAK MOTOR HOME TRUCK
TRUK-MERC-TK       MERCURYSEE MERCURY MARINE TRUCK
TRUK-MERZ-TK       MERCEDES-BENZ TRUCK
TRUK-MGNM-TK       MAGNUM MANUFACTURINGHARRISBURG TRUCK
TRUK-MIDS-TK       MIDAS INTERNATIONAL CORP. TRUCK
TRUK-MIFU-TK       MITSUBISHI FUSO TRUCK OF AMERI TRUCK
TRUK-MIRA-TK       MIRAGE MOTORHOMES, INC. TRUCK
TRUK-MITS-TK       MITSUBISHI TRUCK
TRUK-MKMH-TK       MK 5-14OO MOTOR HOME TRUCK
TRUK-MLRO-TK       MELROE TRACTOR TRUCK TRUCK
TRUK-MLTI-TK       MULTITION HYDRAULIC TRUCK TRUCK
TRUK-MLXC-TK       MOBILUX TRUCK
TRUK-MNAC-TK       MONACO MOTOR HOME TRUCK
TRUK-MONH-TK       MONARCH MOBILE HOMES TRUCK
TRUK-MOTO-TK       MOTOROAM INDUSTRIES, INC.GALVA TRUCK
TRUK-MUNT-TK       MUNTZ TRUCK
TRUK-MYFA-TK       MAYFAIRER MOTOR HOME TRUCK
TRUK-NASH-TK       NASH TRUCK
TRUK-NAVI-TK       NAVISTAR TRUCK
TRUK-NDMC-TK       NISSAN DIESEL MOTOR CO. TRUCK
TRUK-NEOP-TK       NEOPLAN USA CORPORATIONLAMAR, TRUCK
TRUK-NEWL-TK       NEWELL COACH CORP.MIAMI, OKLAH TRUCK
TRUK-NEWP-TK       NEWPORT HOMES, INC. TRUCK
TRUK-NFLY-TK       NEW FLYER TRUCK
TRUK-NGCS-TK        NULL
TRUK-NISS-TK       NISSAN TRUCK
TRUK-NORI-TK       NORRIS HOMES, INC. TRUCK
TRUK-NWMR-TK       NEWMAR CORPORATION; NAPPANEE, TRUCK
TRUK-OLDS-TK       OLDSMOBILE TRUCK
TRUK-OLYM-TK       OLYMPIA MOTOR HOME TRUCK
TRUK-ONTR-TK       ONTARIO BUS INDUSTRIES, INC.MI TRUCK
TRUK-OPEN-TK       OPEN ROAD INDUSTRIES TRUCK
TRUK-ORVM-TK       OUTDOORS RV MFG. NULL
TRUK-OSHK-TK       OSHKOSH MOTOR TRUCK CO. TRUCK
TRUK-OVEL-TK       OVERLAND MFG. CO. TRUCK
TRUK-PACC-TK       PACEMAKER MOBILE HOMES & TRAVE TRUCK
TRUK-PACS-TK       PACESETTER TRUCK
TRUK-PADA-TK       PANDA MOTOR HOME TRUCK
TRUK-PAMA-TK       PAMA CAMPER TRUCK
TRUK-PARO-TK       PACE ARROW TRUCK
TRUK-PEMF-TK        NULL
TRUK-PETM-TK       PETTIBONE MICHIGAN CORP., SUBS TRUCK
TRUK-PETR-TK       PETER PIRSCH & SONS CO.KENOSHA TRUCK
TRUK-PHOE-TK       PHOENIX TRUCK
TRUK-PIRC-TK       PIERCE MFG., INC.MFR. OF PIERC TRUCK
TRUK-PLYM-TK       PLYMOUTH TRUCK
TRUK-PONT-TK       PONTIAC TRUCK
TRUK-PREO-TK       PREVOST CAR, INC.MFRS. OF "PRE TRUCK
TRUK-PRIJ-TK       PRIDE & JOY MINI MOTOR HOME TRUCK
TRUK-PRIN-TK       PRINCESS HOMES TRUCK
TRUK-PTRB-TK       PETERBILT MOTORS CO.DIV. OF PA TRUCK
TRUK-RANL-TK       R-ANELL HOMES, INC.DENVER, COL TRUCK
TRUK-RBRC-TK       MINI-CRUISERMFD. BY R.B.R. COR TRUCK
TRUK-RCKL-TK       BIG AMFD. BY RICKEL MFG. CORP. TRUCK
TRUK-RCMH-TK       RC MOTOR HOME TRUCK
TRUK-RCON-TK       RECONSTRUCTED TRAILERS TRUCK
TRUK-REDI-TK       REDI-GO TRAVELER TRUCK
TRUK-REDM-TK       COUNTRY ESTATEMFD. BY REDMAN H TRUCK
TRUK-REO-TK        REO TRUCK
TRUK-REVN-TK       REVCON TRUCK
TRUK-RICH-TK       RICHARDSON HOMES CORP. TRUCK
TRUK-ROAB-TK       ROAM-A-BOUT CAMPER TRUCK
TRUK-ROAD-TK       ROAD MOTOR HOME TRUCK
TRUK-ROAE-TK       ROADLINER MFG. DIVISION TRUCK
TRUK-ROAM-TK       ROAMINGHOME CO., INC. TRUCK
TRUK-ROBM-TK       ROBINHOOD MOTOR HOMES, INC.RED TRUCK
TRUK-ROKW-TK       ROCKWOOD, INC.MILLERSBURG, IND TRUCK
TRUK-ROLH-TK       ROLL-A-LONG & STERLING COACH C TRUCK
TRUK-ROLY-TK       ROYAL LAND YACHT TRUCK
TRUK-ROOF-TK       ROOFMASTER TRUCK
TRUK-ROV-TK        ROVER TRUCK
TRUK-RVII-TK       RV INDUSTRIES, INC. TRUCK
TRUK-SABR-TK       SABRA TRUCK
TRUK-SALE-TK       SALEM MOBILE HOME TRAILER TRUCK
TRUK-SAMC-TK       SAFARI MOTOR COACHES, INC.HARR TRUCK
TRUK-SANI-TK       SANI-CRUISER CO. TRUCK
TRUK-SCAN-TK       SCANIAORANGE, CONNECTICUT (SAA TRUCK
TRUK-SCOU-TK       SCOUT MOTOR HOME TRUCK
TRUK-SEAF-TK       SEAGRAVE FIRE APPARATUSCLINTON TRUCK
TRUK-SETR-TK       SETRA OF NORTH AMERICA TRUCK
TRUK-SFET-TK       SAFET CAMPER TRUCK
TRUK-SGNL-TK        NULL
TRUK-SHAS-TK       SHASTA INDUSTRIES TRUCK
TRUK-SHAU-TK       SHOWHAULER TRUCKS, INC. NULL
TRUK-SILV-TK       SILVER STREAK TRAILER CO. TRUCK
TRUK-SIMA-TK        NULL
TRUK-SITE-TK       SIGHTSEER MOTOR HOME TRUCK
TRUK-SJCI-TK       SJC IND., CORP. NULL
TRUK-SKMD-TK       ACADEMY MOBILE HOMESMFD. BY SK TRUCK
TRUK-SMEA-TK       SMEAL TRUCK
TRUK-SMEV-TK        NULL
TRUK-SNAP-TK       SNAPPER TRUCK
TRUK-SOCO-TK        NULL
TRUK-SOON-TK       SOONER MFG. TRUCK
TRUK-SOWI-TK       SOUTHWIND MOTOR HOME TRUCK
TRUK-SPAA-TK       SPACE MOTOR HOME TRUCK
TRUK-SPAM-TK       SPACEMASTERCOLUMBIA, TENNESSEE TRUCK
TRUK-SPHL-TK       SPORT HAULER TRUCKS LLC TRUCK
TRUK-SPRK-TK        NULL
TRUK-SPRT-TK       SPORTCOACH MOTOR HOMEMFD. BY S TRUCK
TRUK-SPTN-TK       SPARTAN MOTORS, INC.MFD. IN CH TRUCK
TRUK-STAO-TK       STARCRAFT CORP. TRUCK
TRUK-STAT-TK       STARTREK TRUCK
TRUK-STDP-TK       STEYR-DAIMLER-PUCH TRUCK
TRUK-STRM-TK       STREAMLINE MOTOR HOME TRUCK
TRUK-STRR-TK       STARCREST MOTOR HOME TRUCK
TRUK-STU-TK        STUDEBAKER TRUCK
TRUK-SUBA-TK       SUBARU TRUCK
TRUK-SUNB-TK       SUNBEAM TRUCK
TRUK-SUND-TK       SUNDIAL MOTOR HOME TRUCK
TRUK-SUNE-TK       SUNLINER MOTOR HOME TRUCK
TRUK-SUPE-TK       SUPERIOR MOTOR HOME TRUCK
TRUK-SURV-TK       SURVEYOR MOTOR HOME TRUCK
TRUK-SUTP-TK       SUTPHEN CORP.AMLIN, OHIO TRUCK
TRUK-SUZI-TK       SUZUKI TRUCK
TRUK-SVCH-TK       SPECIALIZED VEHICLES CORP TRUCK
TRUK-SWEE-TK       SWEETHEART MOTOR HOME TRUCK
TRUK-SWIN-TK       SWINGER TRUCK
TRUK-TAHO-TK       TAHOE MOTOR HOME TRUCK
TRUK-TARA-TK       TARA PRODUCTS, INC.WHITE PIGEO TRUCK
TRUK-TAYD-TK       TAYLOR-DUNN INDUSTRIAL ELECTRI TRUCK
TRUK-TERR-TK       TERRAVAC CORP.STOCKTON, CALIFO TRUCK
TRUK-TEXO-TK       TEXOMA, INC. TRUCK
TRUK-THAM-TK       THAMES TRUCK
TRUK-THMS-TK       THOMAS BUILT BUS CO. TRUCK
TRUK-TICO-TK        NULL
TRUK-TIFF-TK       TIFFIN MOTOR HOMES INC TRUCK
TRUK-TIOG-TK       TIOGA MOTOR HOME TRUCK
TRUK-TITA-TK       TITAN TRAILER CORP.DIV. CONCOR TRUCK
TRUK-TMC-TK        TRANSPORTATION MANUFACTURING C TRUCK
TRUK-TOLO-TK       TOUR-A-LODGE TRUCK
TRUK-TOWN-TK       NEW CASTLEMFD. BY TOWN & COUNT TRUCK
TRUK-TOYT-TK       TOYOTA TRUCK
TRUK-TRAV-TK       TRAVOY MOTOR HOME TRUCK
TRUK-TRCR-TK       TRAVEL CAR MOTOR HOME TRUCK
TRUK-TREK-TK       TREK, INC.ELKHART, INDIANA TRUCK
TRUK-TRMI-TK       TRAVELER MFG. INC.CONCORDIA, M TRUCK
TRUK-TROJ-TK       TROJAN TRUCK
TRUK-TRQN-TK       TRAVEL QUEEN MOTOR HOME TRUCK
TRUK-TRST-TK       TRAIL STAR TENT TRAILER TRUCK
TRUK-TRTQ-TK       TRANSTEQ (TRANSPORTATION TECHN TRUCK
TRUK-TRUK-TK       UNPUBLISHED TRUCK MFR.(SEE OPE TRUCK
TRUK-TRVA-TK       COZY CRAFTMFD. BY TRAVELCRAFT, TRUCK
TRUK-TRVC-TK       TRAVCO CORP. TRUCK
TRUK-TRVE-TK       TRAVELEZE INDUSTRIES, INC. TRUCK
TRUK-TRVL-TK       TRAVEL HOME, INC. TRUCK
TRUK-TRVM-TK       TRAVELINER MOTOR HOME TRUCK
TRUK-TRVN-TK       TRIVAN TRUCK BODY, LLC NULL
TRUK-TUFF-TK       TUFFY TRUCK
TRUK-TVLC-TK       TRAVELCRAFT MOTOR HOME TRUCK
TRUK-UAZ-TK        UAZ (ULIANOVSK AUTOMOBILE ZAVO TRUCK
TRUK-UD-TK         NISSAN DIESEL MOTOR CO. (FOR R TRUCK
TRUK-UDMP-TK       U-DUMP, INC.OCALA, FLORIDA TRUCK
TRUK-ULTR-TK       ULTRA, INC. TRUCK
TRUK-UNGE-TK       UNGER MOTOR HOME TRUCK
TRUK-UTAH-TK       UTAH KING MOTOR HOME TRUCK
TRUK-UTEL-TK       UTELINER MOTOR HOME TRUCK
TRUK-UTIM-TK       UTIL-I-VANMFD. BY UTILIMASTER TRUCK
TRUK-UTOP-TK       UTOPIA COACH CORP. TRUCK
TRUK-VACE-TK       VACATIONAR MOTOR HOME TRUCK TRUCK
TRUK-VANM-TK       VAN AMERICAN, INC.GOSHEN, INDI TRUCK
TRUK-VANT-TK       VANETTE TRUCK
TRUK-VEAM-TK       VEHICULOS AUTOMARES MEXACANO S TRUCK
TRUK-VESE-TK       VESELY CO. TRUCK
TRUK-VIVA-TK       VIVA MOTOR HOME TRUCK
TRUK-VNHL-TK       VAN HOOL BUSES & MOTOR COACHES TRUCK
TRUK-VNTV-TK        NULL
TRUK-VOGU-TK       VOGUE MOTOR HOME TRUCK
TRUK-VOLK-TK       VOLKSWAGEN TRUCK
TRUK-VOLV-TK       VOLVO TRUCK
TRUK-WAGN-TK       WAGNER TRUCK
TRUK-WALA-TK       WARD LAFRANCE INTERNATIONAL IN TRUCK
TRUK-WALT-TK       WALTER MOTOR TRUCK CO. TRUCK
TRUK-WASW-TK       WARNER & SWASEY CO. TRUCK
TRUK-WAYC-TK       WAYNE CORP.RICHMOND, IN TRUCK
TRUK-WAYF-TK       WAYFARER COACH MFG.DIV. ST. PA TRUCK
TRUK-WCTR-TK       WEST COASTER MAILSTER3 WHEELS TRUCK
TRUK-WHGM-TK       WHITE GMC TRUCK
TRUK-WHIT-TK       WHITE MOTOR CORP. TRUCK
TRUK-WHTP-TK       WHITE PINE CAMPERS, INC.WAUPAC TRUCK
TRUK-WICT-TK       WILLIAMS CRAFT, INC. TRUCK
TRUK-WIGW-TK       WIGWAM MOTOR HOME TRUCK
TRUK-WILL-TK       WILLYS-OVERLAND TRUCK
TRUK-WILW-TK       WILLIAMSEN TRUCK EQUIPMENT COR TRUCK
TRUK-WIND-TK       WINDJAMMER MOTORCOACH TRUCK
TRUK-WINL-TK       WINDER LIBERATOR CAMPER TRUCK
TRUK-WINN-TK       WINNEBAGO INDUSTRIES, INC. TRUCK
TRUK-WRKH-TK       WORKHORSE CUSTOM CHASIS TRUCK
TRUK-WRVI-TK       WESTERN RECREATIONAL VEHICLES, TRUCK
TRUK-WSTR-TK       WESTERN STAR TRUCK
TRUK-WYNO-TK       WYNONA CORP.NAPPANEE, INDIANA TRUCK
TRUK-XPFI-TK       XPLORER MOTOR HOME DIV OF FRAN TRUCK
TRUK-YALE-TK       MATERIALS HANDLING DIV., EATON TRUCK
TRUK-YNGM-TK       YANTAI YOUNGMAN AUTOMOBILE CO., LTD. OR YANTAI YOUNGMAN AUTOMOTIVE GRP. NULL
TRUK-ZIMM-TK       CONSORT MOBILE HOMESMFD. BY ZI TRUCK
