VEHICLE CODE      VEHICLE LITERAL
AUTO-LAMO-MIU      LAMBORGHINI MIURA SV
AUTO-LAMO-MUR      LAMBORGHINI MURCIELAGO
AUTO-LAMO-ROD      LAMBORGHINI ROADSTER
AUTO-LAMO-SLH      LAMBORGHINI SILHOUETTE
AUTO-LEXS-250      LEXUS ES250 & IS250
AUTO-LEXS-300      LEXUS ES300
AUTO-LEXS-330      LEXUS ES330
AUTO-LEXS-350      LEXUS IS350
AUTO-LEXS-400      LEXUS LS400
AUTO-LEXS-CT2      LEXUS CT200H
AUTO-LEXS-E35      LEXUS ES350
AUTO-LEXS-G35      LEXUS GS350
AUTO-LEXS-G43      LEXUS GS430
AUTO-LEXS-G45      LEXUS GS450H
AUTO-LEXS-G46      LEXUS GS460
AUTO-LEXS-G47      LEXUS GX470
AUTO-LEXS-GS3      LEXUS GS300
AUTO-LEXS-GS4      LEXUS GS400
AUTO-LEXS-GX4      LEXUS GX460
AUTO-LEXS-H25      LEXUS HS250H
AUTO-LEXS-IS3      LEXUS IS300
AUTO-LEXS-ISC      LEXUS IS C
AUTO-LEXS-ISF      LEXUS IS-F
AUTO-LEXS-L43      LEXUS LS430
AUTO-LEXS-L45      LEXUS LX450 (LUXURY SPORTS UTILITY)
AUTO-LEXS-L46      LEXUS LS460
AUTO-LEXS-L47      LEXUS LX470
AUTO-LEXS-L57      LEXUS LX570
AUTO-LEXS-L60      LEXUS LS600HL
AUTO-LEXS-LFA      LEXUS LFA
AUTO-LEXS-R33      LEXUS RX330
AUTO-LEXS-R35      LEXUS RX350
AUTO-LEXS-R45      LEXUS RX450H
AUTO-LEXS-RX3      LEXUS RX300
AUTO-LEXS-RX4      LEXUS RX400 OR RX400H
AUTO-LEXS-S30      LEXUS SC300
AUTO-LEXS-S40      LEXUS SC400
AUTO-LEXS-S43      LEXUS SC430
AUTO-LINC-0000     LINCOLN-CONTINENTAL NULL
AUTO-LINC-AVA      LINCOLN-CONTINENTAL AVIATOR
AUTO-LINC-BWD      LINCOLN-CONTINENTAL BLACKWOOD
AUTO-LINC-CON      LINCOLN-CONTINENTAL CONTINENTAL
AUTO-LINC-CUS      LINCOLN-CONTINENTAL CUSTOM
AUTO-LINC-LS       LINCOLN-CONTINENTAL LS
AUTO-LINC-LS6      LINCOLN-CONTINENTAL LS6
AUTO-LINC-LS8      LINCOLN-CONTINENTAL LS8
AUTO-LINC-MK2      LINCOLN-CONTINENTAL MARK II
AUTO-LINC-MK3      LINCOLN-CONTINENTAL MARK III
AUTO-LINC-MK4      LINCOLN-CONTINENTAL MARK IV
AUTO-LINC-MK5      LINCOLN-CONTINENTAL MARK V
AUTO-LINC-MK6      LINCOLN-CONTINENTAL MARK VI
AUTO-LINC-MK7      LINCOLN-CONTINENTAL MARK VII
AUTO-LINC-MK8      LINCOLN-CONTINENTAL MARK VIII
AUTO-LINC-MKL      LINCOLN-CONTINENTAL MARK LT
AUTO-LINC-MKS      LINCOLN-CONTINENTAL NULL
AUTO-LINC-MKT      LINCOLN-CONTINENTAL NULL
AUTO-LINC-MKX      LINCOLN-CONTINENTAL MKX
AUTO-LINC-MKZ      LINCOLN-CONTINENTAL MKZ
AUTO-LINC-NAV      LINCOLN-CONTINENTAL NAVIGATOR
AUTO-LINC-PRE      LINCOLN-CONTINENTAL PREMIERE
AUTO-LINC-STA      LINCOLN-CONTINENTAL STANDARD
AUTO-LINC-TOW      LINCOLN-CONTINENTAL TOWNCAR
AUTO-LINC-VER      LINCOLN-CONTINENTAL VERSAILLES
AUTO-LINC-ZEP      LINCOLN-CONTINENTAL ZEPHYR
AUTO-LNCI-BER      LANCIA BERLINA
AUTO-LNCI-BET      LANCIA BETA SERIES
AUTO-LNCI-DED      LANCIA DEDRA
AUTO-LNCI-DEL      LANCIA DELTA
AUTO-LNCI-FLA      LANCIA FLAVIA
AUTO-LNCI-FLM      LANCIA FLAMINIA
AUTO-LNCI-FUL      LANCIA FULVIA
AUTO-LNCI-LC3      LANCIA NULL
AUTO-LNCI-RT5      LANCIA NULL
AUTO-LNCI-THM      LANCIA NULL
AUTO-LNCI-ZAG      LANCIA ZAGATO
AUTO-LNDR-DEF      LAND ROVER NULL
AUTO-LNDR-DIS      LAND ROVER NULL
AUTO-LNDR-EVQ      LAND ROVER NULL
AUTO-LNDR-FRE      LAND ROVER NULL
AUTO-LNDR-LR2      LAND ROVER NULL
AUTO-LNDR-LR3      LAND ROVER NULL
AUTO-LNDR-LR4      LAND ROVER NULL
AUTO-LNDR-LR5      LAND ROVER NULL
AUTO-LNDR-RRV      LAND ROVER RANGE ROVER
AUTO-LOTU-2EL      LOTUS NULL
AUTO-LOTU-ECL      LOTUS ECLAT
AUTO-LOTU-ELA      LOTUS ELAN
AUTO-LOTU-ELI      LOTUS ELITE
AUTO-LOTU-ELS      LOTUS ELISE
AUTO-LOTU-ESP      LOTUS ESPRIT
AUTO-LOTU-EUR      LOTUS EUROPA
AUTO-LOTU-EVR      LOTUS NULL
AUTO-LOTU-EXG      LOTUS EXIGE
AUTO-LOTU-PLU      LOTUS PLUS TWO
AUTO-LOTU-SUP      LOTUS SUPER 7
AUTO-LUCR-000      LUCRA CARS NULL
AUTO-MASE-200      MASERATI 2000 (SERIES)
AUTO-MASE-228      MASERATI 228
AUTO-MASE-350      MASERATI 3500 (SERIES)
AUTO-MASE-400      MASERATI 4000 (SERIES)
AUTO-MASE-420      MASERATI 4200 GT
AUTO-MASE-425      MASERATI 425
AUTO-MASE-430      MASERATI 430
AUTO-MASE-500      MASERATI 5000 (SERIES)
AUTO-MASE-BIT      MASERATI BITURBO
AUTO-MASE-BOR      MASERATI BORA
AUTO-MASE-CPE      MASERATI COUPE/COUPT GT
AUTO-MASE-GHI      MASERATI GHIBLI
AUTO-MASE-GSP      MASERATI GRAN SPORT
AUTO-MASE-GTI      MASERATI GTI SERIES
AUTO-MASE-GTU      MASERATI GRANTURISMO
AUTO-MASE-IND      MASERATI INDY
AUTO-MASE-KHA      MASERATI KHAMSIN
AUTO-MASE-M12      MASERATI MC12
AUTO-MASE-MER      MASERATI MERAK
AUTO-MASE-MEX      MASERATI MEXICO
AUTO-MASE-MIS      MASERATI MISTRELL
AUTO-MASE-QUA      MASERATI QUATTROPORTE
AUTO-MASE-SEB      MASERATI SEBRING
AUTO-MASE-SHM      MASERATI SHAMAL
AUTO-MASE-SPY      MASERATI SPYDER
AUTO-MAYB-57       MAYBACH 57 &57S
AUTO-MAYB-62       MAYBACH 62 &62S
AUTO-MAZD-323      MAZDA 323
AUTO-MAZD-616      MAZDA 616
AUTO-MAZD-618      MAZDA 618
AUTO-MAZD-626      MAZDA 626
AUTO-MAZD-808      MAZDA 808 SERIES (PISTON ENGINE)
AUTO-MAZD-929      MAZDA 929
AUTO-MAZD-B20      MAZDA B2000
AUTO-MAZD-B22      MAZDA B2200
AUTO-MAZD-B23      MAZDA B2300
AUTO-MAZD-B25      MAZDA B2500
AUTO-MAZD-B26      MAZDA B26001
AUTO-MAZD-B30      MAZDA B3000
AUTO-MAZD-B40      MAZDA B4000
AUTO-MAZD-CSM      MAZDA COSMO
AUTO-MAZD-CX5      MAZDA NULL
AUTO-MAZD-CX7      MAZDA CX7
AUTO-MAZD-CX9      MAZDA CX9
AUTO-MAZD-GLC      MAZDA GLC ("GREAT LITTLE CAR")
AUTO-MAZD-MIA      MAZDA MIATA (MX5)
AUTO-MAZD-MIL      MAZDA MILLENIA
AUTO-MAZD-MIS      MAZDA MISER (PISTON ENGINE)
AUTO-MAZD-MPV      MAZDA MPV
AUTO-MAZD-MX3      MAZDA MX3
AUTO-MAZD-MX6      MAZDA MX6
AUTO-MAZD-MZ2      MAZDA NULL
AUTO-MAZD-MZ3      MAZDA MAZDA 3
AUTO-MAZD-MZ5      MAZDA MAZDA 5
AUTO-MAZD-MZ6      MAZDA MAZDA 6
AUTO-MAZD-NAV      MAZDA NAVAJO
AUTO-MAZD-PRO      MAZDA PROTEGE
AUTO-MAZD-RX2      MAZDA RX2 (ROTARY ENGINE)
AUTO-MAZD-RX3      MAZDA RX3 (ROTARY ENGINE)
AUTO-MAZD-RX4      MAZDA RX4 (ROTARY ENGINE)
AUTO-MAZD-RX7      MAZDA RX7 (ROTARY ENGINE)
AUTO-MAZD-RX8      MAZDA RX8
AUTO-MAZD-TRB      MAZDA TRIBUTE
AUTO-MDNA-250      MODENA GT250
AUTO-MERC-BOB      MERCURYSEE MERCURY MARINE BOBCAT
AUTO-MERC-BRE      MERCURYSEE MERCURY MARINE BREEZEWAY
AUTO-MERC-BRO      MERCURYSEE MERCURY MARINE BROUGHAM
AUTO-MERC-CAP      MERCURYSEE MERCURY MARINE CAPRI (1979 AND LATER)
AUTO-MERC-CCR      MERCURYSEE MERCURY MARINE COUNTRY CRUISER
AUTO-MERC-CLI      MERCURYSEE MERCURY MARINE CALIENTE
AUTO-MERC-CMM      MERCURYSEE MERCURY MARINE COMMUTER
AUTO-MERC-COL      MERCURYSEE MERCURY MARINE COLONY PARK
AUTO-MERC-COM      MERCURYSEE MERCURY MARINE COMET
AUTO-MERC-COU      MERCURYSEE MERCURY MARINE COUGAR
AUTO-MERC-CUS      MERCURYSEE MERCURY MARINE CUSTOM
AUTO-MERC-CYC      MERCURYSEE MERCURY MARINE CYCLONE
AUTO-MERC-GMQ      MERCURYSEE MERCURY MARINE GRAND MARQUIS
AUTO-MERC-LN7      MERCURYSEE MERCURY MARINE LN7
AUTO-MERC-LYN      MERCURYSEE MERCURY MARINE LYNX
AUTO-MERC-MAR      MERCURYSEE MERCURY MARINE MARQUIS
AUTO-MERC-MAU      MERCURYSEE MERCURY MARINE MARAUDER
AUTO-MERC-MED      MERCURYSEE MERCURY MARINE MEDALIST
AUTO-MERC-MGO      MERCURYSEE MERCURY MARINE MONTEGO
AUTO-MERC-MLN      MERCURYSEE MERCURY MARINE MILAN
AUTO-MERC-MNH      MERCURYSEE MERCURY MARINE MONARCH
AUTO-MERC-MNR      MERCURYSEE MERCURY MARINE MARINER
AUTO-MERC-MON      MERCURYSEE MERCURY MARINE MONTEREY
AUTO-MERC-MOT      MERCURYSEE MERCURY MARINE MONTCLAIR
AUTO-MERC-MTN      MERCURYSEE MERCURY MARINE MOUNTAINEER (SPORTS UTILITY)
AUTO-MERC-MYS      MERCURYSEE MERCURY MARINE MYSTIQUE
AUTO-MERC-PAR      MERCURYSEE MERCURY MARINE PARKLANE
AUTO-MERC-S22      MERCURYSEE MERCURY MARINE S-22
AUTO-MERC-S33      MERCURYSEE MERCURY MARINE S-33
AUTO-MERC-S55      MERCURYSEE MERCURY MARINE S-55
AUTO-MERC-SAB      MERCURYSEE MERCURY MARINE SABLE
AUTO-MERC-TOP      MERCURYSEE MERCURY MARINE TOPAZ
AUTO-MERC-TRA      MERCURYSEE MERCURY MARINE TRACER
AUTO-MERC-TUR      MERCURYSEE MERCURY MARINE TURNPIKE CRUISER
AUTO-MERC-VGR      MERCURYSEE MERCURY MARINE VILLAGER (MINIVAN)
AUTO-MERC-VIL      MERCURYSEE MERCURY MARINE VILLAGER
AUTO-MERC-VOY      MERCURYSEE MERCURY MARINE VOYAGER
AUTO-MERC-ZEP      MERCURYSEE MERCURY MARINE ZEPHYR
AUTO-MERK-SCO      MERKUR SCORPIO
AUTO-MERK-XR4      MERKUR XR4TI
AUTO-MERZ-180      MERCEDES-BENZ 180 SERIES
AUTO-MERZ-190      MERCEDES-BENZ 190 SERIES
AUTO-MERZ-200      MERCEDES-BENZ 200 SERIES
AUTO-MERZ-219      MERCEDES-BENZ 219 SERIES
AUTO-MERZ-220      MERCEDES-BENZ 220 SERIES
AUTO-MERZ-230      MERCEDES-BENZ 230 SERIES
AUTO-MERZ-240      MERCEDES-BENZ 240 SERIES
AUTO-MERZ-245      MERCEDES-BENZ NULL
AUTO-MERZ-250      MERCEDES-BENZ 250 SERIES
AUTO-MERZ-260      MERCEDES-BENZ 260 SERIES
AUTO-MERZ-280      MERCEDES-BENZ 280 SERIES
AUTO-MERZ-300      MERCEDES-BENZ 300 SERIES
AUTO-MERZ-320      MERCEDES-BENZ 320 SERIES
AUTO-MERZ-32A      MERCEDES-BENZ 320A
AUTO-MERZ-350      MERCEDES-BENZ 350 SERIES
AUTO-MERZ-380      MERCEDES-BENZ 380 SERIES
AUTO-MERZ-3AM      MERCEDES-BENZ NULL
AUTO-MERZ-400      MERCEDES-BENZ 400 SERIES
AUTO-MERZ-420      MERCEDES-BENZ 420 SERIES
AUTO-MERZ-450      MERCEDES-BENZ 450 SERIES
AUTO-MERZ-500      MERCEDES-BENZ 500 SERIES
AUTO-MERZ-550      MERCEDES-BENZ CL550
AUTO-MERZ-55A      MERCEDES-BENZ NULL
AUTO-MERZ-560      MERCEDES-BENZ 560 SERIES
AUTO-MERZ-600      MERCEDES-BENZ 600 SERIES
AUTO-MERZ-63A      MERCEDES-BENZ S63 AMG
AUTO-MERZ-65A      MERCEDES-BENZ S65 AMG
AUTO-MERZ-B20      MERCEDES-BENZ B200
AUTO-MERZ-C22      MERCEDES-BENZ C220
AUTO-MERZ-C23      MERCEDES-BENZ C230
AUTO-MERZ-C24      MERCEDES-BENZ C240
AUTO-MERZ-C25      MERCEDES-BENZ NULL
AUTO-MERZ-C28      MERCEDES-BENZ C280
AUTO-MERZ-C30      MERCEDES-BENZ NULL
AUTO-MERZ-C32      MERCEDES-BENZ C320
AUTO-MERZ-C35      MERCEDES-BENZ C350
AUTO-MERZ-C36      MERCEDES-BENZ C36
AUTO-MERZ-C43      MERCEDES-BENZ C43
AUTO-MERZ-C55      MERCEDES-BENZ C55
AUTO-MERZ-C63      MERCEDES-BENZ NULL
AUTO-MERZ-C65      MERCEDES-BENZ CL65
AUTO-MERZ-C6A      MERCEDES-BENZ NULL
AUTO-MERZ-CK5      MERCEDES-BENZ CLK500
AUTO-MERZ-CL3      MERCEDES-BENZ CLK350
AUTO-MERZ-CL4      MERCEDES-BENZ CLK430
AUTO-MERZ-CL5      MERCEDES-BENZ CL500
AUTO-MERZ-CL6      MERCEDES-BENZ CL600
AUTO-MERZ-E30      MERCEDES-BENZ E300
AUTO-MERZ-E32      MERCEDES-BENZ E320
AUTO-MERZ-E42      MERCEDES-BENZ E420
AUTO-MERZ-E43      MERCEDES-BENZ E430
AUTO-MERZ-E5       MERCEDES-BENZ E550
AUTO-MERZ-E50      MERCEDES-BENZ E500
AUTO-MERZ-E55      MERCEDES-BENZ E55
AUTO-MERZ-E63      MERCEDES-BENZ E63 AMG
AUTO-MERZ-G35      MERCEDES-BENZ NULL
AUTO-MERZ-G50      MERCEDES-BENZ G50
AUTO-MERZ-G55      MERCEDES-BENZ G55
AUTO-MERZ-G63      MERCEDES-BENZ NULL
AUTO-MERZ-GK2      MERCEDES-BENZ NULL
AUTO-MERZ-GK3      MERCEDES-BENZ GK3
AUTO-MERZ-GL3      MERCEDES-BENZ GL350
AUTO-MERZ-GL4      MERCEDES-BENZ GL450
AUTO-MERZ-GL5      MERCEDES-BENZ GL550
AUTO-MERZ-GLW      MERCEDES-BENZ GELAENDEWAGON (G-WAGON)
AUTO-MERZ-K55      MERCEDES-BENZ CLK550
AUTO-MERZ-K63      MERCEDES-BENZ CLK63 AMG
AUTO-MERZ-L30      MERCEDES-BENZ NULL
AUTO-MERZ-L55      MERCEDES-BENZ CLS550
AUTO-MERZ-L63      MERCEDES-BENZ ML63 AMG
AUTO-MERZ-LK3      MERCEDES-BENZ CLK320
AUTO-MERZ-LK5      MERCEDES-BENZ CLK55
AUTO-MERZ-LS5      MERCEDES-BENZ LS550
AUTO-MERZ-M35      MERCEDES-BENZ ML350
AUTO-MERZ-M50      MERCEDES-BENZ ML500 SUV
AUTO-MERZ-M55      MERCEDES-BENZ M550
AUTO-MERZ-ML3      MERCEDES-BENZ ML320
AUTO-MERZ-ML4      MERCEDES-BENZ ML430
AUTO-MERZ-ML5      MERCEDES-BENZ ML55
AUTO-MERZ-R32      MERCEDES-BENZ R320 (SPORTWAGON)
AUTO-MERZ-R35      MERCEDES-BENZ R350 (SPORT WAGON)
AUTO-MERZ-R50      MERCEDES-BENZ R50 (SPORTWAGON)
AUTO-MERZ-R63      MERCEDES-BENZ R63 AMG
AUTO-MERZ-S40      MERCEDES-BENZ NULL
AUTO-MERZ-S42      MERCEDES-BENZ NULL
AUTO-MERZ-S43      MERCEDES-BENZ S430V
AUTO-MERZ-S45      MERCEDES-BENZ NULL
AUTO-MERZ-S50      MERCEDES-BENZ S550
AUTO-MERZ-S55      MERCEDES-BENZ S55 AMG
AUTO-MERZ-S63      MERCEDES-BENZ CLS63 AMG
AUTO-MERZ-S65      MERCEDES-BENZ SL65
AUTO-MERZ-SK2      MERCEDES-BENZ NULL
AUTO-MERZ-SL2      MERCEDES-BENZ SLK230
AUTO-MERZ-SL3      MERCEDES-BENZ SLK320 COUPE/ROADSTER
AUTO-MERZ-SL5      MERCEDES-BENZ SL500
AUTO-MERZ-SL6      MERCEDES-BENZ SL600
AUTO-MERZ-SLR      MERCEDES-BENZ SLR MCLAREN
AUTO-MERZ-SLS      MERCEDES-BENZ NULL
AUTO-MERZ-SMT      MERCEDES-BENZ SMART CITY VEHICLE
AUTO-MERZ-SPR      MERCEDES-BENZ SPRINTER
AUTO-MESS-KR       MESSERSCHMITT KR200
AUTO-MESS-KR1      MESSERSCHMITT KR201
AUTO-MESS-TIG      MESSERSCHMITT TIGER
AUTO-METE-COY      METEOR (CANADIAN MERCURY) COUNTRY SEDAN
AUTO-METE-LEM      METEOR (CANADIAN MERCURY) LEMOYNE
AUTO-METE-MGO      METEOR (CANADIAN MERCURY) MONTEGO
AUTO-METE-MON      METEOR (CANADIAN MERCURY) MONTCALM
AUTO-METE-NIA      METEOR (CANADIAN MERCURY) NIAGARA
AUTO-METE-RAW      METEOR (CANADIAN MERCURY) RANCH WAGON
AUTO-METE-RID      METEOR (CANADIAN MERCURY) RIDEAU
AUTO-METE-S33      METEOR (CANADIAN MERCURY) S-33
AUTO-MG-160        MG 1600
AUTO-MG-4R         MG PRINCESS 4-R
AUTO-MG-GB         MG NULL
AUTO-MG-MAG        MG MAGNETTE
AUTO-MG-MAR        MG MARINA
AUTO-MG-MG         MG NULL
AUTO-MG-MG1        MG 1100
AUTO-MG-MGA        MG MGA
AUTO-MG-MGB        MG MGB
AUTO-MG-MGC        MG MGC
AUTO-MG-MGG        MG MGB/GT
AUTO-MG-MGT        MG MGC/GT
AUTO-MG-MID        MG MIDGET
AUTO-MG-MKT        MG MARK II
AUTO-MG-SPR        MG SPRITE
AUTO-MG-SPS        MG SPORTS SEDAN
AUTO-MG-TF         MG TF SERIES
AUTO-MICC-MC1      MICRO CONCEPT CARS MC1
AUTO-MIEV-XS5      MILES ELECTRIC VEHICLES MIEV XS5
AUTO-MIEV-ZX4      MILES ELECTRIC VEHICLES MIEV ZX4
AUTO-MITS-3GT      MITSUBISHI SPYDER 3000GT
AUTO-MITS-CHA      MITSUBISHI CHARIOT
AUTO-MITS-COR      MITSUBISHI CORDIA
AUTO-MITS-DIA      MITSUBISHI DIAMANTE
AUTO-MITS-ECL      MITSUBISHI ECLIPLSE SPYDER GS-T
AUTO-MITS-EDV      MITSUBISHI ENDEAVOR
AUTO-MITS-END      MITSUBISHI END
AUTO-MITS-EXP      MITSUBISHI EXPO
AUTO-MITS-GAL      MITSUBISHI GALANT
AUTO-MITS-IEV      MITSUBISHI NULL
AUTO-MITS-LAN      MITSUBISHI LANCER
AUTO-MITS-MIN      MITSUBISHI MINICA
AUTO-MITS-MIR      MITSUBISHI MIRAGE
AUTO-MITS-MON      MITSUBISHI MONTERO
AUTO-MITS-MTX      MITSUBISHI MIGHTY MAX
AUTO-MITS-OUT      MITSUBISHI OUTLANDER
AUTO-MITS-PRE      MITSUBISHI PRECIS
AUTO-MITS-RAD      MITSUBISHI RAIDER
AUTO-MITS-SIG      MITSUBISHI SIGMA
AUTO-MITS-STA      MITSUBISHI STARION
AUTO-MITS-TRE      MITSUBISHI TREDIA
AUTO-MNNI-CLB      MINI COOPER CLUBMAN
AUTO-MNNI-CPR      MINI COOPER COOPER
AUTO-MNNI-CTY      MINI COOPER COUNTRYMAN
AUTO-MNNI-JCW      MINI COOPER JOHN COOPER WORKS HARDTOP
AUTO-MNNI-PCM      MINI COOPER NULL
AUTO-MODE-MOD      MODEL A AND MODEL T MOTOR CARR MODEL A
AUTO-MODE-THU      MODEL A AND MODEL T MOTOR CARR 1955 THUNDERBIRD
AUTO-MONA-LUC      MONARCH LUCERNE
AUTO-MONA-RIC      MONARCH RICHELIEU
AUTO-MONA-SCP      MONARCH SCEPTRE
AUTO-MORG-MK5      MORGAN 4/4 MARK 5
AUTO-MORG-PL4      MORGAN PLUS 4 SERIES
AUTO-MORG-PL8      MORGAN PLUS 8 SERIES
AUTO-MORR-110      MORRIS 1100
AUTO-MORR-850      MORRIS 850 SERIES
AUTO-MORR-DEL      MORRIS DELUXE
AUTO-MORR-MII      MORRIS MINI SERIES
AUTO-MORR-MIN      MORRIS MINOR
AUTO-MORR-OXF      MORRIS OXFORD
AUTO-MORR-TRV      MORRIS TRAVELLER
AUTO-NASH-AIR      NASH AIRFLYTE
AUTO-NASH-AMB      NASH AMBASSADOR
AUTO-NASH-LAF      NASH LAFAYETTE
AUTO-NASH-MET      NASH METROPOLITAN
AUTO-NASH-RAM      NASH RAMBLER
AUTO-NASH-STA      NASH STATESMAN
AUTO-NISS-000      NISSAN DATSUN
AUTO-NISS-200      NISSAN 200SX
AUTO-NISS-240      NISSAN 240SX
AUTO-NISS-300      NISSAN 300ZX
AUTO-NISS-350      NISSAN 350Z
AUTO-NISS-370      NISSAN 370Z
AUTO-NISS-720      NISSAN 720 KING CAB
AUTO-NISS-ALT      NISSAN ALTIMA
AUTO-NISS-ARM      NISSAN ARMADA
AUTO-NISS-ATR      NISSAN ALTRA-EV
AUTO-NISS-AXX      NISSAN AXXESS
AUTO-NISS-CUB      NISSAN CUBE
AUTO-NISS-FRT      NISSAN FRONTIER
AUTO-NISS-GTR      NISSAN GT-R
AUTO-NISS-JUK      NISSAN JUKE (S, SL, SV)
AUTO-NISS-LEF      NISSAN LEAF
AUTO-NISS-MAX      NISSAN MAXIMA
AUTO-NISS-MIC      NISSAN MICRA
AUTO-NISS-MUR      NISSAN MURANO
AUTO-NISS-N20      NISSAN NV200
AUTO-NISS-NV1      NISSAN NV1500
AUTO-NISS-NV2      NISSAN NV2500
AUTO-NISS-NV3      NISSAN NV3500
AUTO-NISS-NX       NISSAN NX
AUTO-NISS-PLT      NISSAN PLATINA
AUTO-NISS-PTH      NISSAN PATHFINDER
AUTO-NISS-PUL      NISSAN PULSAR
AUTO-NISS-QST      NISSAN QUEST
AUTO-NISS-RGE      NISSAN ROGUE
AUTO-NISS-SE       NISSAN SE-V6
AUTO-NISS-SEN      NISSAN SENTRA
AUTO-NISS-STA      NISSAN STANZA
AUTO-NISS-TRO      NISSAN TERRANO
AUTO-NISS-TTN      NISSAN TITAN
AUTO-NISS-VER      NISSAN VERSA
AUTO-NISS-VRS      NISSAN VERSA
AUTO-NISS-XE       NISSAN XE
AUTO-NISS-XTR      NISSAN X-TERRA
AUTO-NSU-100       NSU PRINZ 1000
AUTO-NSU-110       NSU PRINZ 110 TYPE
AUTO-NSU-AVA       NSU PRINZ AUTO NOVA
AUTO-NSU-PRI       NSU PRINZ PRINZ
AUTO-NSU-SPI       NSU PRINZ SPIDER (WANKEL)
AUTO-OLDS-442      OLDSMOBILE 4-4-2
AUTO-OLDS-88       OLDSMOBILE 88
AUTO-OLDS-98       OLDSMOBILE 98
AUTO-OLDS-ACV      OLDSMOBILE ACHIEVA
AUTO-OLDS-ALO      OLDSMOBILE ALERO
AUTO-OLDS-AUR      OLDSMOBILE AURORA
AUTO-OLDS-BVD      OLDSMOBILE BRAVADA
AUTO-OLDS-CAL      OLDSMOBILE CALAIS
AUTO-OLDS-CCR      OLDSMOBILE CUSTOM CRUISER
AUTO-OLDS-CRV      OLDSMOBILE CARAVAN
AUTO-OLDS-CUS      OLDSMOBILE CUSTOM
AUTO-OLDS-CUT      OLDSMOBILE CUTLASS/CIERRA
AUTO-OLDS-DEL      OLDSMOBILE DELUXE
AUTO-OLDS-DLM      OLDSMOBILE DELMONT 88
AUTO-OLDS-DLT      OLDSMOBILE DELTA 88/ROYALE
AUTO-OLDS-DYN      OLDSMOBILE DYNAMIC 88
AUTO-OLDS-F85      OLDSMOBILE F-85
AUTO-OLDS-FZA      OLDSMOBILE FIRENZA
AUTO-OLDS-HOL      OLDSMOBILE HOLIDAY
AUTO-OLDS-INT      OLDSMOBILE INTRIGUE
AUTO-OLDS-JTF      OLDSMOBILE JETFIRE
AUTO-OLDS-JTS      OLDSMOBILE JETSTAR
AUTO-OLDS-OME      OLDSMOBILE OMEGA
AUTO-OLDS-REG      OLDSMOBILE REGENCY (NINETY-EIGHT SERIES)
AUTO-OLDS-SIL      OLDSMOBILE SILHOUETTE
AUTO-OLDS-STA      OLDSMOBILE STARFIRE
AUTO-OLDS-STD      OLDSMOBILE STANDARD
AUTO-OLDS-SUP      OLDSMOBILE SUPER 88
AUTO-OLDS-TOR      OLDSMOBILE TORONADO
AUTO-OLDS-TRO      OLDSMOBILE TROFEO
AUTO-OLDS-VIS      OLDSMOBILE VISTA CRUISER
AUTO-OPEL-190      OPEL (IMPORTED BY BUICK) 1900
AUTO-OPEL-AMP      OPEL (IMPORTED BY BUICK) NULL
AUTO-OPEL-AST      OPEL (IMPORTED BY BUICK) ASTRA
AUTO-OPEL-CAR      OPEL (IMPORTED BY BUICK) CARAVAN
AUTO-OPEL-DP       OPEL (IMPORTED BY BUICK) DIPLOMAT
AUTO-OPEL-GT       OPEL (IMPORTED BY BUICK) GT
AUTO-OPEL-KAD      OPEL (IMPORTED BY BUICK) KADETTE
AUTO-OPEL-KAP      OPEL (IMPORTED BY BUICK) KAPITAN
AUTO-OPEL-LUX      OPEL (IMPORTED BY BUICK) LUXUS
AUTO-OPEL-MAN      OPEL (IMPORTED BY BUICK) MANTA
AUTO-OPEL-OLY      OPEL (IMPORTED BY BUICK) OLYMPIA
AUTO-OPEL-OMG      OPEL (IMPORTED BY BUICK) OMEGA
AUTO-OPEL-RAL      OPEL (IMPORTED BY BUICK) RALLYE
AUTO-OPEL-REK      OPEL (IMPORTED BY BUICK) REKORD
AUTO-OPEL-VCT      OPEL (IMPORTED BY BUICK) VECTRA
AUTO-PACK-BAL      PACKARD BALBOA
AUTO-PACK-CAR      PACKARD CARIBBEAN
AUTO-PACK-CAV      PACKARD CAVALIER
AUTO-PACK-CLI      PACKARD CLIPPER
AUTO-PACK-PAT      PACKARD PATRICIAN
AUTO-PACK-PRD      PACKARD PREDICTOR
AUTO-PACK-REQ      PACKARD REQUEST
AUTO-PANE-DEV      PANTHER WESTWINDS, LTD. DEVILLE
AUTO-PANE-J72      PANTHER WESTWINDS, LTD. J72
AUTO-PANE-KAL      PANTHER WESTWINDS, LTD. KILLESTA
AUTO-PANE-LIM      PANTHER WESTWINDS, LTD. LIMA
AUTO-PANZ-ESP      PANOZ AUTO DEVELOPMENT CO. ESPERANTE
AUTO-PANZ-ROD      PANOZ AUTO DEVELOPMENT CO. ROD
AUTO-PASS-OPT      PASSPORT OPTIMA
AUTO-PEUG-203      PEUGEOT 203
AUTO-PEUG-304      PEUGEOT 304
AUTO-PEUG-403      PEUGEOT 403
AUTO-PEUG-404      PEUGEOT 404
AUTO-PEUG-405      PEUGEOT 405
AUTO-PEUG-504      PEUGEOT 504 SERIES
AUTO-PEUG-505      PEUGEOT 505 SERIES
AUTO-PEUG-604      PEUGEOT 604
AUTO-PINI-SPI      PINIFARINA SPIDEREUROPA
AUTO-PLYM-ACC      PLYMOUTH ACCLAIM
